Year_of_Release;Publisher;Global_Sales;
2003;Codemasters;0.55;
2003;Konami Digital Entertainment;0.54;
2003;Square Enix;0.54;
2003;THQ;0.54;
2003;Sega;0.54;
2003;Vivendi Games;0.54;
2003;Sony Computer Entertainment;0.54;
2003;Electronic Arts;0.54;
2003;Eidos Interactive;0.53;
2003;Midway Games;0.53;
2003;Activision;0.53;
2003;Sega;0.52;
2003;Electronic Arts;0.52;
2003;Electronic Arts;0.51;
2003;Konami Digital Entertainment;0.51;
2003;Electronic Arts;0.51;
2003;Warner Bros. Interactive Entertainment;0.5;
2003;Take-Two Interactive;0.5;
2003;THQ;0.5;
2003;THQ;0.49;
2003;Electronic Arts;0.49;
2003;Universal Interactive;0.49;
2003;Namco Bandai Games;0.49;
2003;Midway Games;0.49;
2003;Atari;0.48;
2003;LucasArts;0.48;
2003;Codemasters;0.47;
2003;Sony Computer Entertainment;0.46;
2003;Vivendi Games;0.46;
2003;Nintendo;0.46;
2003;Microsoft Game Studios;0.46;
2003;Atari;0.45;
2003;Activision;0.45;
2003;THQ;0.45;
2003;Acclaim Entertainment;0.45;
2003;Electronic Arts;0.44;
2003;Nintendo;0.44;
2003;Nintendo;0.44;
2003;THQ;0.44;
2003;Namco Bandai Games;0.44;
2003;Majesco Entertainment;0.44;
2003;Sony Computer Entertainment;0.43;
2003;Electronic Arts;0.43;
2003;Electronic Arts;0.43;
2003;Capcom;0.43;
2003;Interplay;0.43;
2003;Sony Online Entertainment;0.43;
2003;Midway Games;0.43;
2003;Electronic Arts;0.42;
2003;Electronic Arts;0.42;
2003;Sony Computer Entertainment;0.42;
2003;Acclaim Entertainment;0.42;
2003;Gotham Games;0.42;
2003;THQ;0.42;
2003;THQ;0.42;
2003;Acclaim Entertainment;0.41;
2003;Konami Digital Entertainment;0.41;
2003;Sony Computer Entertainment;0.41;
2003;Sony Computer Entertainment;0.41;
2003;Sony Computer Entertainment;0.4;
2003;THQ;0.4;
2003;Electronic Arts;0.4;
2003;Sony Computer Entertainment;0.4;
2003;THQ;0.39;
2003;Electronic Arts;0.39;
2003;Sony Computer Entertainment;0.39;
2003;Ubisoft;0.39;
2003;Electronic Arts;0.39;
2003;THQ;0.38;
2003;Ghostlight;0.38;
2003;Electronic Arts;0.38;
2003;Atari;0.38;
2003;Nintendo;0.38;
2003;Natsume;0.37;
2003;Knowledge Adventure;0.37;
2003;Square Enix;0.37;
2003;3DO;0.36;
2003;Sega;0.36;
2003;Take-Two Interactive;0.36;
2003;Sony Computer Entertainment;0.36;
2003;Hudson Soft;0.35;
2003;Ubisoft;0.35;
2003;Zoo Digital Publishing;0.35;
2003;THQ;0.35;
2003;THQ;0.35;
2003;Capcom;0.35;
2003;THQ;0.35;
2003;Microsoft Game Studios;0.35;
2003;Konami Digital Entertainment;0.35;
2003;Vivendi Games;0.35;
2003;Tecmo Koei;0.34;
2003;Konami Digital Entertainment;0.34;
2003;Ubisoft;0.33;
2003;THQ;0.33;
2003;THQ;0.33;
2003;Universal Interactive;0.33;
2003;Eidos Interactive;0.33;
2003;Capcom;0.33;
2003;Tecmo Koei;0.33;
2003;Disney Interactive Studios;0.33;
2003;THQ;0.33;
2003;Vivendi Games;0.32;
2003;Atari;0.32;
2003;Ubisoft;0.32;
2003;Konami Digital Entertainment;0.32;
2003;Activision;0.32;
2003;Namco Bandai Games;0.32;
2003;Microsoft Game Studios;0.32;
2003;Vivendi Games;0.31;
2003;Electronic Arts;0.31;
2003;Sony Computer Entertainment;0.31;
2003;Agetec;0.31;
2003;Microsoft Game Studios;0.3;
2003;Universal Interactive;0.3;
2003;Capcom;0.3;
2003;THQ;0.3;
2003;Atari;0.3;
2003;THQ;0.3;
2003;Konami Digital Entertainment;0.3;
2003;Konami Digital Entertainment;0.3;
2003;Mud Duck Productions;0.3;
2003;Electronic Arts;0.29;
2003;Jorudan;0.29;
2003;Atari;0.29;
2003;Ubisoft;0.29;
2003;Electronic Arts;0.29;
2003;Ubisoft;0.29;
2003;Microsoft Game Studios;0.29;
2003;Nintendo;0.29;
2003;Ubisoft;0.28;
2003;Activision;0.28;
2003;Namco Bandai Games;0.28;
2003;Namco Bandai Games;0.28;
2003;Acclaim Entertainment;0.28;
2003;Electronic Arts;0.28;
2003;Microsoft Game Studios;0.28;
2003;SCi;0.28;
2003;Atari;0.28;
2003;TDK Mediactive;0.28;
2003;Atari;0.28;
2003;Nintendo;0.28;
2003;Acclaim Entertainment;0.28;
2003;Konami Digital Entertainment;0.28;
2003;Microsoft Game Studios;0.27;
2003;Nintendo;0.27;
2003;Electronic Arts;0.27;
2003;Sega;0.27;
2003;Konami Digital Entertainment;0.27;
2003;Majesco Entertainment;0.27;
2003;Sega;0.27;
2003;Konami Digital Entertainment;0.26;
2003;TDK Mediactive;0.26;
2003;Atari;0.26;
2003;Vivendi Games;0.26;
2003;Konami Digital Entertainment;0.26;
2003;Sony Computer Entertainment;0.26;
2003;LucasArts;0.25;
2003;Disney Interactive Studios;0.25;
2003;Microsoft Game Studios;0.25;
2003;Sega;0.25;
2003;Ubisoft;0.25;
2003;Electronic Arts;0.25;
2003;Sega;0.25;
2003;Konami Digital Entertainment;0.24;
2003;Acclaim Entertainment;0.24;
2003;TDK Mediactive;0.24;
2003;Acclaim Entertainment;0.24;
2003;Namco Bandai Games;0.24;
2003;Banpresto;0.24;
2003;Sega;0.24;
2003;Electronic Arts;0.24;
2003;Sony Computer Entertainment;0.24;
2003;Vivendi Games;0.24;
2003;Sony Computer Entertainment;0.24;
2003;Knowledge Adventure;0.24;
2003;BAM! Entertainment;0.23;
2003;Banpresto;0.23;
2003;Electronic Arts;0.23;
2003;Empire Interactive;0.23;
2003;Ubisoft;0.23;
2003;Sega;0.23;
2003;Sega;0.23;
2003;Eidos Interactive;0.23;
2003;Electronic Arts;0.23;
2003;Activision;0.23;
2003;Midway Games;0.23;
2003;Zoo Digital Publishing;0.23;
2003;Sony Computer Entertainment;0.23;
2003;Kemco;0.23;
2003;Acclaim Entertainment;0.22;
2003;Namco Bandai Games;0.22;
2003;Electronic Arts;0.22;
2003;Tomy Corporation;0.22;
2003;Zoo Digital Publishing;0.22;
2003;Codemasters;0.22;
2003;Gotham Games;0.21;
2003;Tomy Corporation;0.21;
2003;Capcom;0.21;
2003;THQ;0.21;
2003;Activision Value;0.21;
2003;Electronic Arts;0.21;
2003;TDK Mediactive;0.21;
2003;Activision;0.21;
2003;CCP;0.2;
2003;Konami Digital Entertainment;0.2;
2003;Namco Bandai Games;0.2;
2003;THQ;0.2;
2003;Ubisoft;0.2;
2003;Activision;0.2;
2003;Namco Bandai Games;0.2;
2003;Electronic Arts;0.2;
2003;Sony Computer Entertainment;0.2;
2003;Bethesda Softworks;0.2;
2003;Activision;0.2;
2003;THQ;0.2;
2003;Atari;0.2;
2003;SCi;0.2;
2003;Vivendi Games;0.19;
2003;Banpresto;0.19;
2003;Electronic Arts;0.19;
2003;Eidos Interactive;0.19;
2003;Electronic Arts;0.19;
2003;Midway Games;0.19;
2003;Sony Computer Entertainment;0.19;
2003;Universal Interactive;0.19;
2003;Capcom;0.19;
2003;Metro 3D;0.19;
2003;Electronic Arts;0.19;
2003;Sony Online Entertainment;0.19;
2003;BAM! Entertainment;0.18;
2003;Atari;0.18;
2003;LucasArts;0.18;
2003;Vivendi Games;0.18;
2003;Sony Computer Entertainment;0.18;
2003;Sony Computer Entertainment;0.18;
2003;Genki;0.18;
2003;Electronic Arts;0.18;
2003;Sony Computer Entertainment;0.18;
2003;Electronic Arts;0.18;
2003;Electronic Arts;0.18;
2003;Microsoft Game Studios;0.17;
2003;Vivendi Games;0.17;
2003;Vivendi Games;0.17;
2003;Microsoft Game Studios;0.17;
2003;Vivendi Games;0.17;
2003;Jaleco;0.17;
2003;Midway Games;0.17;
2003;Square Enix;0.17;
2003;Warner Bros. Interactive Entertainment;0.17;
2003;Interplay;0.17;
2003;Electronic Arts;0.17;
2003;Ubisoft;0.17;
2003;Electronic Arts;0.17;
2003;Take-Two Interactive;0.17;
2003;Capcom;0.17;
2003;Eidos Interactive;0.17;
2003;Hudson Soft;0.17;
2003;Midway Games;0.17;
2003;Sega;0.16;
2003;Atari;0.16;
2003;Sammy Corporation;0.16;
2003;Ubisoft;0.16;
2003;THQ;0.16;
2003;Atari;0.16;
2003;Ubisoft;0.16;
2003;Tecmo Koei;0.16;
2003;Activision;0.16;
2003;Play It;0.16;
2003;Vivendi Games;0.16;
2003;Nintendo;0.16;
2003;Electronic Arts;0.16;
2003;Vivendi Games;0.16;
2003;Namco Bandai Games;0.15;
2003;Acclaim Entertainment;0.15;
2003;Electronic Arts;0.15;
2003;Konami Digital Entertainment;0.15;
2003;Ubisoft;0.15;
2003;Tomy Corporation;0.15;
2003;Sega;0.15;
2003;Empire Interactive;0.15;
2003;Play It;0.15;
2003;Sega;0.15;
2003;Electronic Arts;0.15;
2003;Ubisoft;0.15;
2003;Konami Digital Entertainment;0.15;
2003;Microsoft Game Studios;0.14;
2003;Ubisoft;0.14;
2003;Mindscape;0.14;
2003;Atari;0.14;
2003;THQ;0.14;
2003;THQ;0.14;
2003;LucasArts;0.14;
2003;TDK Mediactive;0.14;
2003;Capcom;0.14;
2003;THQ;0.14;
2003;Acclaim Entertainment;0.14;
2003;Atari;0.14;
2003;Activision;0.14;
2003;Midway Games;0.13;
2003;Square Enix;0.13;
2003;Electronic Arts;0.13;
2003;Kemco;0.13;
2003;Atari;0.13;
2003;Atari;0.13;
2003;Eidos Interactive;0.13;
2003;Vivendi Games;0.13;
2003;Eidos Interactive;0.13;
2003;Nintendo;0.13;
2003;THQ;0.13;
2003;Infogrames;0.13;
2003;Acclaim Entertainment;0.13;
2003;LucasArts;0.13;
2003;Electronic Arts;0.13;
2003;LucasArts;0.13;
2003;THQ;0.12;
2003;Sega;0.12;
2003;Namco Bandai Games;0.12;
2003;THQ;0.12;
2003;Microsoft Game Studios;0.12;
2003;Electronic Arts;0.12;
2003;Activision;0.12;
2003;Codemasters;0.12;
2003;Acclaim Entertainment;0.12;
2003;Telegames;0.12;
2003;Capcom;0.12;
2003;Activision;0.12;
2003;Microsoft Game Studios;0.12;
2003;Sega;0.12;
2003;Vivendi Games;0.12;
2003;THQ;0.12;
2003;Metro 3D;0.11;
2003;Atlus;0.11;
2003;Capcom;0.11;
2003;Kemco;0.11;
2003;Ubisoft;0.11;
2003;THQ;0.11;
2003;Sega;0.11;
2003;Activision;0.11;
2003;THQ;0.11;
2003;Tecmo Koei;0.11;
2003;Ignition Entertainment;0.11;
2003;Microsoft Game Studios;0.11;
2003;Nintendo;0.11;
2003;Tecmo Koei;0.11;
2003;Vivendi Games;0.11;
2003;BAM! Entertainment;0.11;
2003;Electronic Arts;0.11;
2003;Zoo Digital Publishing;0.11;
2003;Capcom;0.1;
2003;Konami Digital Entertainment;0.1;
2003;Acclaim Entertainment;0.1;
2003;Electronic Arts;0.1;
2003;Vivendi Games;0.1;
2003;Zoo Digital Publishing;0.1;
2003;Microids;0.1;
2003;505 Games;0.1;
2003;Ubisoft;0.1;
2003;Capcom;0.1;
2003;Midway Games;0.1;
2003;Electronic Arts;0.1;
2003;Take-Two Interactive;0.1;
2003;Ubisoft;0.1;
2003;THQ;0.1;
2003;Microsoft Game Studios;0.1;
2003;Gotham Games;0.1;
2003;THQ;0.1;
2003;Tecmo Koei;0.09;
2003;Acclaim Entertainment;0.09;
2003;Midway Games;0.09;
2003;Atari;0.09;
2003;Konami Digital Entertainment;0.09;
2003;Namco Bandai Games;0.09;
2003;Sony Computer Entertainment;0.09;
2003;DreamCatcher Interactive;0.09;
2003;Take-Two Interactive;0.09;
2003;Sony Computer Entertainment;0.09;
2003;THQ;0.09;
2003;Midway Games;0.09;
2003;Capcom;0.09;
2003;Atari;0.09;
2003;Namco Bandai Games;0.09;
2003;THQ;0.09;
2003;Kemco;0.09;
2003;Ubisoft;0.09;
2003;Vivendi Games;0.08;
2003;Sega;0.08;
2003;Tomy Corporation;0.08;
2003;Capcom;0.08;
2003;Telegames;0.08;
2003;Electronic Arts;0.08;
2003;LucasArts;0.08;
2003;THQ;0.08;
2003;Eidos Interactive;0.08;
2003;Agetec;0.08;
2003;Empire Interactive;0.08;
2003;Electronic Arts;0.08;
2003;3DO;0.08;
2003;Jaleco;0.08;
2003;Atari;0.08;
2003;Kemco;0.08;
2003;Vivendi Games;0.08;
2003;Midway Games;0.08;
2003;Capcom;0.08;
2003;Sega;0.08;
2003;THQ;0.08;
2003;Capcom;0.08;
2003;Acclaim Entertainment;0.08;
2003;Namco Bandai Games;0.08;
2003;SCi;0.08;
2003;SCi;0.07;
2003;Ubisoft;0.07;
2003;Activision;0.07;
2003;Namco Bandai Games;0.07;
2003;Ubisoft;0.07;
2003;Ubisoft;0.07;
2003;Crave Entertainment;0.07;
2003;Microsoft Game Studios;0.07;
2003;Activision;0.07;
2003;Acclaim Entertainment;0.07;
2003;Electronic Arts;0.07;
2003;Tecmo Koei;0.07;
2003;Electronic Arts;0.07;
2003;BAM! Entertainment;0.07;
2003;Electronic Arts;0.07;
2003;Ubisoft;0.07;
2003;Majesco Entertainment;0.07;
2003;NewKidCo;0.07;
2003;Microsoft Game Studios;0.07;
2003;Sony Computer Entertainment;0.07;
2003;Electronic Arts;0.07;
2003;Konami Digital Entertainment;0.07;
2003;Ubisoft;0.07;
2003;TDK Mediactive;0.07;
2003;Hudson Entertainment;0.07;
2003;Sega;0.07;
2003;Midway Games;0.07;
2003;Electronic Arts;0.06;
2003;Capcom;0.06;
2003;Acclaim Entertainment;0.06;
2003;TDK Mediactive;0.06;
2003;Sega;0.06;
2003;TDK Mediactive;0.06;
2003;Vivendi Games;0.06;
2003;SCi;0.06;
2003;Acclaim Entertainment;0.06;
2003;Ubisoft;0.06;
2003;Ubisoft;0.06;
2003;THQ;0.06;
2003;Capcom;0.06;
2003;Microsoft Game Studios;0.06;
2003;Sega;0.06;
2003;Capcom;0.06;
2003;Atari;0.06;
2003;Activision;0.06;
2003;Eidos Interactive;0.06;
2003;Acclaim Entertainment;0.05;
2003;Acclaim Entertainment;0.05;
2003;Sega;0.05;
2003;Destination Software, Inc;0.05;
2003;Zoo Digital Publishing;0.05;
2003;Namco Bandai Games;0.05;
2003;Ubisoft;0.05;
2003;LSP Games;0.05;
2003;Midway Games;0.05;
2003;Activision;0.05;
2003;Sega;0.05;
2003;Gotham Games;0.05;
2003;Codemasters;0.05;
2003;THQ;0.05;
2003;Ignition Entertainment;0.05;
2003;Electronic Arts;0.05;
2003;TDK Mediactive;0.05;
2003;Ubisoft;0.05;
2003;TDK Mediactive;0.05;
2003;Mindscape;0.05;
2003;NewKidCo;0.05;
2003;Activision;0.05;
2003;Kemco;0.05;
2003;THQ;0.05;
2003;Microsoft Game Studios;0.05;
2003;Activision;0.05;
2003;Atari;0.05;
2003;THQ;0.05;
2003;Electronic Arts;0.05;
2003;Vivendi Games;0.05;
2003;Microsoft Game Studios;0.05;
2003;Jaleco;0.05;
2003;Atlus;0.05;
2003;THQ;0.05;
2003;SCi;0.05;
2003;Activision;0.05;
2003;Microprose;0.04;
2003;Sega;0.04;
2003;Midway Games;0.04;
2003;Kool Kizz;0.04;
2003;Eidos Interactive;0.04;
2003;Acclaim Entertainment;0.04;
2003;Hudson Soft;0.04;
2003;Midway Games;0.04;
2003;Midway Games;0.04;
2003;Atari;0.04;
2003;Takara;0.04;
2003;Microsoft Game Studios;0.04;
2003;Konami Digital Entertainment;0.04;
2003;Atari;0.04;
2003;Sega;0.04;
2003;Atari;0.04;
2003;Take-Two Interactive;0.04;
2003;Codemasters;0.04;
2003;Microsoft Game Studios;0.04;
2003;Game Factory;0.04;
2003;Jaleco;0.04;
2003;Ignition Entertainment;0.04;
2003;Avalon Interactive;0.04;
2003;Gathering of Developers;0.04;
2003;THQ;0.04;
2003;THQ;0.04;
2003;Jester Interactive;0.04;
2003;Banpresto;0.03;
2003;Activision;0.03;
2003;Acclaim Entertainment;0.03;
2003;THQ;0.03;
2003;Atari;0.03;
2003;Eidos Interactive;0.03;
2003;Ubisoft;0.03;
2003;Microsoft Game Studios;0.03;
2003;Capcom;0.03;
2003;Midway Games;0.03;
2003;Empire Interactive;0.03;
2003;LSP Games;0.03;
2003;Ubisoft;0.03;
2003;Atlus;0.03;
2003;Vivendi Games;0.03;
2003;Ubisoft;0.03;
2003;Midway Games;0.03;
2003;Marvelous Interactive;0.03;
2003;Capcom;0.03;
2003;Capcom;0.03;
2003;BAM! Entertainment;0.03;
2003;Electronic Arts;0.03;
2003;THQ;0.03;
2003;Xicat Interactive;0.03;
2003;Ubisoft;0.03;
2003;Midway Games;0.03;
2003;Take-Two Interactive;0.03;
2003;Capcom;0.03;
2003;Acclaim Entertainment;0.03;
2003;Capcom;0.03;
2003;Capcom;0.03;
2003;Ignition Entertainment;0.03;
2003;DreamCatcher Interactive;0.03;
2003;Vivendi Games;0.03;
2003;Take-Two Interactive;0.03;
2003;Sega;0.03;
2003;Atari;0.03;
2003;BAM! Entertainment;0.03;
2003;THQ;0.03;
2003;Interchannel;0.02;
2003;Metro 3D;0.02;
2003;Capcom;0.02;
2003;Ubisoft;0.02;
2003;Vivendi Games;0.02;
2003;Banpresto;0.02;
2003;Midway Games;0.02;
2003;Midway Games;0.02;
2003;TDK Mediactive;0.02;
2003;Capcom;0.02;
2003;Acclaim Entertainment;0.02;
2003;Acclaim Entertainment;0.02;
2003;Aspyr;0.02;
2003;Acclaim Entertainment;0.02;
2003;Acclaim Entertainment;0.02;
2003;Gathering of Developers;0.02;
2003;Ubisoft;0.02;
2003;THQ;0.02;
2003;Eidos Interactive;0.02;
2003;Ubisoft;0.02;
2003;Titus;0.02;
2003;Midway Games;0.02;
2003;Midway Games;0.02;
2003;Jaleco;0.02;
2003;Wanadoo;0.02;
2003;Jaleco;0.02;
2003;Atari;0.02;
2003;Vivendi Games;0.02;
2003;Microids;0.02;
2003;Atari;0.02;
2003;TDK Mediactive;0.02;
2003;Electronic Arts;0.02;
2003;NewKidCo;0.02;
2003;Zoo Digital Publishing;0.02;
2003;Activision;0.01;
2003;TDK Mediactive;0.01;
2003;Midway Games;0.01;
2003;Encore;0.01;
2003;Atari;0.01;
2003;Zoo Digital Publishing;0.01;
2003;TDK Mediactive;0.01;
2003;LSP Games;0.01;
2003;Midway Games;0.01;
2003;3DO;0.01;
2003;SCi;0.01;
2003;Encore;0.01;
2003;TDK Mediactive;0.01;
2003;Taito;0.01;
2003;Eidos Interactive;0.01;
2003;Jaleco;0.01;
2003;Ubisoft;0.01;
2003;Infogrames;0.01;
2003;Wanadoo;0.01;
2003;Wanadoo;0.01;
2003;Wanadoo;0.01;
2003;Universal Interactive;0.01;
2003;Majesco Entertainment;0.01;
2003;Electronic Arts;0.01;
2003;Ubisoft;0.01;
2003;Wanadoo;0.01;
2003;Capcom;0.01;
2003;Activision;0.01;
2003;Ubisoft;0.01;
2004;Take-Two Interactive;20.81;
2004;Sony Computer Entertainment;11.66;
2004;Nintendo;10.49;
2004;Nintendo;10.31;
2004;Microsoft Game Studios;8.49;
2004;Electronic Arts;6.9;
2004;Nintendo;6.41;
2004;Activision;6.31;
2004;Square Enix;5.21;
2004;Electronic Arts;4.53;
2004;Konami Digital Entertainment;4.23;
2004;Konami Digital Entertainment;3.85;
2004;Electronic Arts;3.7;
2004;LucasArts;3.61;
2004;Activision;3.41;
2004;Sega;2.9;
2004;Activision;2.89;
2004;Electronic Arts;2.68;
2004;Microsoft Game Studios;2.66;
2004;Sega;2.62;
2004;Electronic Arts;2.59;
2004;Sony Computer Entertainment;2.57;
2004;Vivendi Games;2.37;
2004;THQ;2.37;
2004;Activision;2.37;
2004;Electronic Arts;2.31;
2004;Nintendo;2.3;
2004;Electronic Arts;2.28;
2004;Nintendo;2.25;
2004;Konami Digital Entertainment;2.13;
2004;THQ;2.06;
2004;Sony Computer Entertainment;1.96;
2004;Atari;1.94;
2004;Activision;1.93;
2004;THQ;1.92;
2004;Midway Games;1.88;
2004;Activision;1.86;
2004;Sony Computer Entertainment;1.86;
2004;Sony Computer Entertainment;1.85;
2004;Square Enix;1.85;
2004;Sony Computer Entertainment;1.81;
2004;Sony Computer Entertainment;1.78;
2004;THQ;1.76;
2004;Electronic Arts;1.76;
2004;Electronic Arts;1.76;
2004;Activision;1.75;
2004;THQ;1.75;
2004;Electronic Arts;1.72;
2004;Sony Computer Entertainment Europe;1.71;
2004;Midway Games;1.66;
2004;Nintendo;1.65;
2004;Enix Corporation;1.65;
2004;Nintendo;1.64;
2004;Ubisoft;1.64;
2004;Sega;1.63;
2004;Electronic Arts;1.62;
2004;Electronic Arts;1.61;
2004;Global Star;1.59;
2004;Electronic Arts;1.48;
2004;Ubisoft;1.48;
2004;THQ;1.46;
2004;Capcom;1.45;
2004;Take-Two Interactive;1.45;
2004;Electronic Arts;1.44;
2004;Nintendo;1.43;
2004;Nintendo;1.42;
2004;Electronic Arts;1.42;
2004;Electronic Arts;1.41;
2004;Sony Computer Entertainment;1.4;
2004;THQ;1.4;
2004;Activision;1.37;
2004;Ubisoft;1.36;
2004;Electronic Arts;1.35;
2004;Sony Computer Entertainment;1.35;
2004;Nintendo;1.34;
2004;Electronic Arts;1.34;
2004;Sony Computer Entertainment;1.33;
2004;Nintendo;1.33;
2004;TDK Mediactive;1.33;
2004;Electronic Arts;1.31;
2004;Atari;1.29;
2004;Sony Online Entertainment;1.28;
2004;Sony Computer Entertainment;1.27;
2004;Ubisoft;1.25;
2004;Microsoft Game Studios;1.23;
2004;Atari;1.23;
2004;Nintendo;1.23;
2004;Nintendo;1.22;
2004;Activision;1.21;
2004;SouthPeak Games;1.2;
2004;Nintendo;1.2;
2004;Nintendo;1.19;
2004;Nintendo;1.17;
2004;Ubisoft;1.16;
2004;Empire Interactive;1.15;
2004;Electronic Arts;1.14;
2004;Ubisoft;1.13;
2004;Activision;1.12;
2004;Ubisoft;1.11;
2004;Ubisoft;1.08;
2004;Activision;1.06;
2004;Activision;1.02;
2004;Electronic Arts;1.02;
2004;Sammy Corporation;1;
2004;Electronic Arts;0.97;
2004;Global Star;0.95;
2004;Play It;0.95;
2004;Sony Computer Entertainment;0.94;
2004;THQ;0.94;
2004;THQ;0.93;
2004;Sega;0.91;
2004;Sony Computer Entertainment;0.9;
2004;Activision;0.9;
2004;Electronic Arts;0.9;
2004;Nintendo;0.89;
2004;Nintendo;0.89;
2004;Global Star;0.88;
2004;Konami Digital Entertainment;0.87;
2004;Electronic Arts;0.85;
2004;Activision;0.84;
2004;THQ;0.84;
2004;Sega;0.84;
2004;Nintendo;0.84;
2004;Disney Interactive Studios;0.83;
2004;Nintendo;0.81;
2004;Ubisoft;0.81;
2004;Eidos Interactive;0.8;
2004;Ubisoft;0.8;
2004;Nintendo;0.77;
2004;Atari;0.76;
2004;Sony Computer Entertainment;0.76;
2004;Midway Games;0.76;
2004;Disney Interactive Studios;0.76;
2004;Activision;0.75;
2004;Activision;0.75;
2004;Nintendo;0.74;
2004;Nintendo;0.73;
2004;THQ;0.73;
2004;Namco Bandai Games;0.73;
2004;THQ;0.71;
2004;THQ;0.71;
2004;Electronic Arts;0.7;
2004;Illusion Softworks;0.7;
2004;Nintendo;0.7;
2004;Nintendo;0.69;
2004;Interplay;0.68;
2004;Activision;0.68;
2004;Electronic Arts;0.68;
2004;Electronic Arts;0.68;
2004;Midway Games;0.68;
2004;Electronic Arts;0.67;
2004;Electronic Arts;0.66;
2004;Majesco Entertainment;0.66;
2004;Capcom;0.66;
2004;Konami Digital Entertainment;0.66;
2004;Disney Interactive Studios;0.66;
2004;Nintendo;0.65;
2004;Vivendi Games;0.64;
2004;Vivendi Games;0.64;
2004;Vivendi Games;0.64;
2004;Electronic Arts;0.64;
2004;Electronic Arts;0.64;
2004;Majesco Entertainment;0.64;
2004;THQ;0.64;
2004;Activision;0.64;
2004;Ubisoft;0.63;
2004;THQ;0.62;
2004;Electronic Arts;0.62;
2004;Play It;0.62;
2004;Eidos Interactive;0.62;
2004;Gotham Games;0.61;
2004;Majesco Entertainment;0.61;
2004;Atari;0.61;
2004;Majesco Entertainment;0.6;
2004;THQ;0.59;
2004;Electronic Arts;0.59;
2004;Namco Bandai Games;0.59;
2004;Ubisoft;0.59;
2004;Capcom;0.59;
2004;Electronic Arts;0.58;
2004;Sony Computer Entertainment;0.58;
2004;Activision;0.58;
2004;Vivendi Games;0.57;
2004;Namco Bandai Games;0.57;
2004;Capcom;0.57;
2004;Zoo Digital Publishing;0.56;
2004;Nintendo;0.56;
2004;Konami Digital Entertainment;0.56;
2004;Activision;0.56;
2004;Enterbrain;0.55;
2004;Activision;0.55;
2004;Take-Two Interactive;0.55;
2004;THQ;0.54;
2004;Namco Bandai Games;0.54;
2004;Electronic Arts;0.54;
2004;THQ;0.54;
2004;Activision;0.54;
2004;Konami Digital Entertainment;0.54;
2004;Sony Computer Entertainment;0.53;
2004;THQ;0.53;
2004;Electronic Arts;0.53;
2004;SCi;0.53;
2004;Sega;0.53;
2004;Midway Games;0.53;
2004;Electronic Arts;0.53;
2004;Activision;0.53;
2004;Electronic Arts;0.52;
2004;Tecmo Koei;0.51;
2004;Crave Entertainment;0.51;
2004;Atari;0.51;
2004;Midway Games;0.51;
2004;Konami Digital Entertainment;0.51;
2004;THQ;0.5;
2004;Banpresto;0.5;
2004;Tecmo Koei;0.5;
2004;THQ;0.5;
2004;Capcom;0.5;
2004;Activision;0.5;
2004;Activision;0.5;
2004;Activision;0.49;
2004;Electronic Arts;0.49;
2004;Atari;0.49;
2004;Zoo Digital Publishing;0.48;
2004;Electronic Arts;0.48;
2004;Atari;0.47;
2004;Konami Digital Entertainment;0.47;
2004;Nintendo;0.46;
2004;THQ;0.46;
2004;Electronic Arts;0.45;
2004;Vivendi Games;0.45;
2004;Electronic Arts;0.45;
2004;Konami Digital Entertainment;0.45;
2004;THQ;0.45;
2004;Tecmo Koei;0.45;
2004;Electronic Arts;0.45;
2004;THQ;0.45;
2004;THQ;0.45;
2004;Nintendo;0.45;
2004;Konami Digital Entertainment;0.44;
2004;Konami Digital Entertainment;0.44;
2004;Activision;0.44;
2004;Electronic Arts;0.44;
2004;THQ;0.44;
2004;Tomy Corporation;0.44;
2004;THQ;0.44;
2004;Nintendo;0.43;
2004;Electronic Arts;0.43;
2004;Namco Bandai Games;0.43;
2004;THQ;0.43;
2004;Sony Computer Entertainment;0.43;
2004;Nintendo;0.42;
2004;Global Star;0.42;
2004;Zoo Digital Publishing;0.42;
2004;Ubisoft;0.42;
2004;Activision;0.42;
2004;Konami Digital Entertainment;0.42;
2004;Electronic Arts;0.42;
2004;Konami Digital Entertainment;0.42;
2004;Capcom;0.42;
2004;THQ;0.42;
2004;Electronic Arts;0.42;
2004;Mud Duck Productions;0.42;
2004;Midway Games;0.42;
2004;THQ;0.4;
2004;Atari;0.4;
2004;Electronic Arts;0.4;
2004;THQ;0.4;
2004;Namco Bandai Games;0.4;
2004;Activision;0.4;
2004;Konami Digital Entertainment;0.39;
2004;Nintendo;0.39;
2004;Electronic Arts;0.39;
2004;Sega;0.38;
2004;Empire Interactive;0.38;
2004;Disney Interactive Studios;0.38;
2004;Sony Computer Entertainment;0.38;
2004;Electronic Arts;0.38;
2004;Activision;0.37;
2004;Nintendo;0.37;
2004;Electronic Arts;0.36;
2004;Microsoft Game Studios;0.36;
2004;Zoo Digital Publishing;0.36;
2004;Sega;0.36;
2004;Global Star;0.35;
2004;THQ;0.35;
2004;Electronic Arts;0.35;
2004;Nintendo;0.34;
2004;Disney Interactive Studios;0.34;
2004;THQ;0.34;
2004;Eidos Interactive;0.34;
2004;Electronic Arts;0.34;
2004;Vivendi Games;0.34;
2004;Sony Computer Entertainment;0.33;
2004;THQ;0.33;
2004;Nintendo;0.33;
