Name	Platform	Year_of_Release	Genre	Publisher	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Zettai Onkan Otoda Master	DS	2007	Role-Playing	Hudson Soft	0	0	0.07	0	0.07
Dragoneers Aria	PSP	2007	Role-Playing	Tecmo Koei	0.02	0	0.05	0	0.07
Doraemon: Nobita no Shin Makai Daibouken DS	DS	2007	Role-Playing	Sega	0	0	0.07	0	0.07
Kiniro no Corda 2	PS2	2007	Role-Playing	Tecmo Koei	0	0	0.06	0	0.06
The Legend of Heroes: Trails in the Sky Second Chapter	PSP	2007	Role-Playing	Falcom Corporation	0	0	0.06	0	0.06
Alien Syndrome	Wii	2007	Role-Playing	Sega	0.05	0	0	0	0.06
The Witcher	PC	2007	Role-Playing	Atari	0	0.05	0	0.01	0.06
Warriors of the Lost Empire	PSP	2007	Role-Playing	Mercury Games	0.05	0	0	0	0.06
Mana Khemia: Alchemists of Al-Revis	PS2	2007	Role-Playing	Nippon Ichi Software	0.03	0.02	0	0.01	0.06
Kaite Shabette Hajimeyou! Monster Farm DS	DS	2007	Role-Playing	Tecmo Koei	0	0	0.06	0	0.06
Dungeon Explorer: Warriors of Ancient Arts	DS	2007	Role-Playing	Rising Star Games	0.05	0	0	0	0.06
Izuna 2: The Unemployed Ninja Returns	DS	2007	Role-Playing	Success	0.05	0	0	0	0.06
Orcs & Elves	DS	2007	Role-Playing	Electronic Arts	0.05	0	0	0	0.05
Growlanser VI: Precarious World	PS2	2007	Role-Playing	Atlus	0	0	0.05	0	0.05
Kiniro no Corda 2 Encore	PS2	2007	Role-Playing	Tecmo Koei	0	0	0.05	0	0.05
Mana Khemia: Alchemists of Al-Revis (JP sales)	PS2	2007	Role-Playing	Nippon Ichi Software	0	0	0.04	0	0.04
Lise no Atelier: Ordre no Renkinjutsushi	DS	2007	Role-Playing	Gust	0	0	0.04	0	0.04
Enchanted Arms (JP sales)	PS3	2007	Role-Playing	Ubisoft	0	0	0.04	0	0.04
Gothic Universe	PC	2007	Role-Playing	JoWood Productions	0	0.03	0	0.01	0.03
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita	PSP	2007	Role-Playing	Nippon Ichi Software	0	0	0.03	0	0.03
Eyeshield 21: Field Saikyou no Senshi Tachi	Wii	2007	Role-Playing	Nintendo	0	0	0.03	0	0.03
Dragon Tamer: Sound Spirit	DS	2007	Role-Playing	Namco Bandai Games	0	0	0.03	0	0.03
Bomberman Story DS	DS	2007	Role-Playing	Rising Star Games	0	0	0.02	0	0.02
Ikki Tousen: Shining Dragon	PS2	2007	Role-Playing	Marvelous Interactive	0	0	0.02	0	0.02
Warriors of the Lost Empire (JP sales)	PSP	2007	Role-Playing	Mercury Games	0	0	0.02	0	0.02
Legend: Hand of God	PC	2007	Role-Playing	DTP Entertainment	0	0.02	0	0	0.02
Hellgate: London	PC	2007	Role-Playing	Electronic Arts	0	0.02	0	0	0.02
Elvandia Story	PS2	2007	Role-Playing	Spike	0	0	0.02	0	0.02
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection	PS2	2007	Role-Playing	Sega	0	0	0.02	0	0.02
Neverwinter Nights 2: Mask of the Betrayer	PC	2007	Role-Playing	Atari	0	0.01	0	0	0.01
Rondo of Swords (jp sales)	DS	2007	Role-Playing	Success	0	0	0.01	0	0.01
Dungeon Explorer: Warriors of Ancient Arts	PSP	2007	Role-Playing	Rising Star Games	0.01	0	0	0	0.01
Hoshigami: Ruining Blue Earth Remix	DS	2007	Role-Playing	505 Games	0	0	0.01	0	0.01
Magicians Academy	PS2	2007	Role-Playing	Enterbrain	0	0	0.01	0	0.01
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable	PSP	2007	Role-Playing	Falcom Corporation	0	0	0.01	0	0.01
Izuna 2: The Unemployed Ninja Returns (JP sales)	DS	2007	Role-Playing	Success	0	0	0.01	0	0.01
Two Worlds	PC	2007	Role-Playing	SouthPeak Games	0	0	0	0.01	0.01
Rezel Cross	PSP	2007	Role-Playing	Sony Computer Entertainment	0	0	0.01	0	0.01
Dungeon Maker II: The Hidden War (JP sales)	PSP	2007	Role-Playing	Taito	0	0	0.01	0	0.01
Halo 3	X360	2007	Shooter	Microsoft Game Studios	7.97	2.81	0.13	1.21	12.12
Call of Duty 4: Modern Warfare	X360	2007	Shooter	Activision	5.95	2.37	0.13	0.9	9.35
Call of Duty 4: Modern Warfare	PS3	2007	Shooter	Activision	3.11	2.26	0.28	1.03	6.69
Links Crossbow Training	Wii	2007	Shooter	Nintendo	3.05	1.17	0.29	0.46	4.98
BioShock	X360	2007	Shooter	Take-Two Interactive	1.65	0.85	0.05	0.28	2.83
Call of Duty: Roads to Victory	PSP	2007	Shooter	Activision	0.52	1.02	0	0.59	2.13
The Orange Box	X360	2007	Shooter	Electronic Arts	1.09	0.53	0.02	0.17	1.82
Metroid Prime 3: Corruption	Wii	2007	Shooter	Nintendo	0.89	0.74	0.07	0.09	1.79
Crackdown	X360	2007	Shooter	Microsoft Game Studios	1	0.53	0.03	0.18	1.75
Star Wars Battlefront: Renegade Squadron	PSP	2007	Shooter	LucasArts	0.9	0.46	0	0.32	1.67
Tom Clancys Rainbow Six: Vegas	PS3	2007	Shooter	Ubisoft	0.47	0.53	0.03	0.22	1.25
Medal of Honor: Airborne	PS3	2007	Shooter	Electronic Arts	0.25	0.69	0.03	0.25	1.21
Medal of Honor Heroes 2	PSP	2007	Shooter	Electronic Arts	0.5	0.39	0.02	0.25	1.15
Call of Duty 4: Modern Warfare	PC	2007	Shooter	Activision	0	1.12	0	0.03	1.15
Medal of Honor: Airborne	X360	2007	Shooter	Electronic Arts	0.45	0.52	0.01	0.12	1.1
The Orange Box	PS3	2007	Shooter	Electronic Arts	0.28	0.58	0	0.21	1.06
Call of Duty 4: Modern Warfare	DS	2007	Shooter	Activision	0.95	0.01	0.01	0.08	1.05
Tom Clancys Ghost Recon Advanced Warfighter 2	PS3	2007	Shooter	Ubisoft	0.34	0.48	0.02	0.19	1.03
Tom Clancys Ghost Recon Advanced Warfighter 2	X360	2007	Shooter	Ubisoft	0.87	0.05	0.02	0.08	1.02
Time Crisis 4	PS3	2007	Shooter	Namco Bandai Games	0.32	0.32	0.05	0.14	0.83
Stranglehold	X360	2007	Shooter	Midway Games	0.4	0.33	0.01	0.09	0.82
Ghost Squad	Wii	2007	Shooter	Sega	0.42	0.21	0.08	0.07	0.77
Kane & Lynch: Dead Men	X360	2007	Shooter	Eidos Interactive	0.36	0.31	0.01	0.08	0.76
Kane & Lynch: Dead Men	PS3	2007	Shooter	Eidos Interactive	0.29	0.32	0.01	0.13	0.75
Tom Clancys Rainbow Six: Vegas	PSP	2007	Shooter	Ubisoft	0.42	0.19	0	0.13	0.74
Crysis	PC	2007	Shooter	Electronic Arts	0	0.69	0	0.02	0.71
Unreal Tournament III	PS3	2007	Shooter	Midway Games	0.33	0.23	0	0.1	0.67
The Darkness	PS3	2007	Shooter	Take-Two Interactive	0.2	0.33	0	0.13	0.66
Blacksite: Area 51	X360	2007	Shooter	Midway Games	0.29	0.22	0	0.06	0.57
F.E.A.R.	PS3	2007	Shooter	Vivendi Games	0.18	0.26	0	0.1	0.54
Tom Clancys Ghost Recon Advanced Warfighter 2	PSP	2007	Shooter	Ubisoft	0.35	0.09	0	0.08	0.53
Syphon Filter: Logans Shadow	PSP	2007	Shooter	Sony Computer Entertainment	0.25	0.12	0	0.09	0.46
The Darkness	X360	2007	Shooter	Take-Two Interactive	0.36	0.04	0.01	0.03	0.44
TimeShift	X360	2007	Shooter	Vivendi Games	0.36	0.02	0	0.03	0.41
BioShock	PC	2007	Shooter	Take-Two Interactive	0.01	0.39	0	0.02	0.41
Medal of Honor Heroes 2	Wii	2007	Shooter	Electronic Arts	0.33	0.04	0.01	0.03	0.41
SOCOM: Tactical Strike	PSP	2007	Shooter	Sony Computer Entertainment	0.32	0.01	0	0.03	0.35
Clive Barkers Jericho	X360	2007	Shooter	Codemasters	0.28	0.01	0	0.02	0.32
Contra 4	DS	2007	Shooter	Konami Digital Entertainment	0.28	0	0.01	0.02	0.3
Stranglehold	PS3	2007	Shooter	Midway Games	0.24	0.02	0	0.03	0.3
Syphon Filter: Dark Mirror	PS2	2007	Shooter	Sony Computer Entertainment	0.14	0.11	0	0.04	0.28
Touch the Dead	DS	2007	Shooter	Eidos Interactive	0.2	0	0	0.02	0.22
Clive Barkers Jericho	PS3	2007	Shooter	Codemasters	0.17	0.01	0	0.02	0.2
Soldier of Fortune: Payback	X360	2007	Shooter	Activision	0.18	0	0	0.02	0.2
Call of Juarez	X360	2007	Shooter	Ubisoft	0.14	0.02	0	0.01	0.18
Dementium: The Ward	DS	2007	Shooter	SouthPeak Games	0.15	0.01	0	0.01	0.17
TimeShift	PS3	2007	Shooter	Vivendi Games	0.14	0	0	0.01	0.16
Soldier of Fortune: Payback	PS3	2007	Shooter	Activision	0.12	0.02	0	0.01	0.15
Geometry Wars: Galaxies	DS	2007	Shooter	Vivendi Games	0.13	0	0	0.01	0.14
The Orange Box	PC	2007	Shooter	Electronic Arts	0	0.11	0	0.03	0.14
Hour of Victory	X360	2007	Shooter	Midway Games	0.1	0.01	0	0.01	0.13
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable	PSP	2007	Shooter	Namco Bandai Games	0	0	0.12	0	0.12
Geometry Wars: Galaxies	Wii	2007	Shooter	Vivendi Games	0.11	0	0	0.01	0.12
Monster Madness: Battle for Suburbia	X360	2007	Shooter	SouthPeak Games	0.1	0	0	0.01	0.11
The History Channel: Battle for the Pacific	Wii	2007	Shooter	Activision	0.1	0	0	0.01	0.11
Halo 2	PC	2007	Shooter	Microsoft Game Studios	0.01	0.06	0	0.02	0.09
Medal of Honor: Vanguard	Wii	2007	Shooter	Electronic Arts	0.06	0.03	0	0.01	0.09
F.E.A.R. Files	X360	2007	Shooter	Vivendi Games	0.07	0.01	0	0.01	0.09
Americas Army: True Soldiers	X360	2007	Shooter	Ubisoft	0.08	0	0	0.01	0.08
Blacksite: Area 51	PS3	2007	Shooter	Midway Games	0.07	0.01	0	0.01	0.08
Heavenly Guardian	Wii	2007	Shooter	505 Games	0.06	0	0	0	0.07
Operation: Vietnam	DS	2007	Shooter	Majesco Entertainment	0.06	0	0	0	0.07
Spy Games: Elevator Mission	Wii	2007	Shooter	Tommo	0.06	0	0	0	0.06
Unreal Tournament III	PC	2007	Shooter	Midway Games	0	0.05	0	0.01	0.06
Coded Arms: Contagion	PSP	2007	Shooter	Konami Digital Entertainment	0.05	0	0	0.01	0.06
The History Channel: Battle for the Pacific	X360	2007	Shooter	Activision	0.05	0	0	0	0.06
S.T.A.L.K.E.R.: Shadow of Chernobyl	PC	2007	Shooter	THQ	0.01	0.04	0	0.01	0.06
Medal of Honor: Airborne	PC	2007	Shooter	Electronic Arts	0	0.04	0	0.01	0.05
Metal Slug Anthology	PSP	2007	Shooter	Ignition Entertainment	0.02	0	0.02	0.01	0.05
Counter Force	Wii	2007	Shooter	505 Games	0.04	0	0	0	0.05
Castle of Shikigami III	Wii	2007	Shooter	PQube	0.04	0	0	0	0.04
The Monkey King: The Legend Begins	Wii	2007	Shooter	Starfish	0.04	0	0	0	0.04
SWAT: Target Liberty	PSP	2007	Shooter	Vivendi Games	0.03	0	0	0	0.04
Brothers In Arms DS	DS	2007	Shooter	Ubisoft	0.03	0	0	0	0.04
Bionicle Heroes	Wii	2007	Shooter	Eidos Interactive	0.03	0	0	0	0.04
Medal of Honor: Vanguard	PS2	2007	Shooter	Electronic Arts	0	0	0.03	0	0.03
Chicken Hunter	DS	2007	Shooter	Phoenix Games	0.02	0	0	0	0.02
Chili Con Carnage	PSP	2007	Shooter	Eidos Interactive	0	0.01	0	0	0.02
Gears of War	PC	2007	Shooter	Microsoft Game Studios	0	0.01	0	0	0.02
Triggerheart Exelica	DC	2007	Shooter	Warashi	0	0	0.02	0	0.02
Enemy Territory: Quake Wars	PC	2007	Shooter	Activision	0.01	0	0	0	0.02
Metal Slug Anthology	PS2	2007	Shooter	Ignition Entertainment	0	0	0.01	0	0.01
F.E.A.R. Perseus Mandate	PC	2007	Shooter	Vivendi Games	0.01	0	0	0	0.01
TimeShift	PC	2007	Shooter	Vivendi Games	0.01	0	0	0	0.01
Clive Barkers Jericho	PC	2007	Shooter	Codemasters	0	0.01	0	0	0.01
Tom Clancys Ghost Recon Advanced Warfighter 2	PC	2007	Shooter	Ubisoft	0	0.01	0	0	0.01
Castle of Shikigami III	X360	2007	Shooter	Arc System Works	0	0	0.01	0	0.01
Blacksite: Area 51	PC	2007	Shooter	Midway Games	0	0	0	0	0.01
MySims	DS	2007	Simulation	Electronic Arts	1.58	1.59	0.08	0.41	3.66
Cooking Mama 2: Dinner With Friends	DS	2007	Simulation	505 Games	1.6	1.49	0.1	0.39	3.58
Cooking Mama: Cook Off	Wii	2007	Simulation	505 Games	1.41	1.12	0.05	0.3	2.89
Imagine: Babyz	DS	2007	Simulation	Ubisoft	1.3	1.26	0	0.31	2.87
Imagine: Fashion Designer	DS	2007	Simulation	Ubisoft	1.32	1.19	0	0.3	2.8
Dance Dance Revolution: Hottest Party	Wii	2007	Simulation	Konami Digital Entertainment	1.35	0.52	0	0.19	2.07
MySims	Wii	2007	Simulation	Electronic Arts	0.9	0.54	0.04	0.17	1.65
Imagine: Master Chef	DS	2007	Simulation	Ubisoft	0.39	0.91	0	0.17	1.47
Petz Wild Animals: Dolphinz	DS	2007	Simulation	Ubisoft	0.71	0.48	0	0.13	1.32
Final Fantasy IV	DS	2007	Simulation	Square Enix	0.51	0.04	0.62	0.05	1.21
The Sims 2: Castaway	Wii	2007	Simulation	Electronic Arts	0.44	0.63	0	0.14	1.2
Petz Dogz 2	DS	2007	Simulation	Ubisoft	0.46	0.51	0	0.12	1.1
Warhawk	PS3	2007	Simulation	Sony Computer Entertainment	0.49	0.39	0	0.17	1.06
Imagine: Animal Doctor	DS	2007	Simulation	Ubisoft	0.45	0.48	0	0.11	1.04
Petz: Catz 2	DS	2007	Simulation	Ubisoft	0.51	0.4	0	0.11	1.02
Ace Combat 6: Fires of Liberation	X360	2007	Simulation	Atari	0.69	0.04	0.22	0.06	1.01
Build-A-Bear Workshop	DS	2007	Simulation	Game Factory	0.85	0.01	0	0.07	0.93
Blazing Angels: Squadrons of WWII	Wii	2007	Simulation	Ubisoft	0.74	0.04	0	0.06	0.83
Harvest Moon: Tree of Tranquility	Wii	2007	Simulation	Rising Star Games	0.67	0.03	0.06	0.05	0.82
Dance Dance Revolution SuperNOVA 2	PS2	2007	Simulation	Konami Digital Entertainment	0.64	0.03	0.02	0.1	0.79
The Sims 2: Castaway	PSP	2007	Simulation	Electronic Arts	0.08	0.46	0	0.25	0.79
Harvest Moon DS: Island of Happiness	DS	2007	Simulation	Rising Star Games	0.43	0.01	0.25	0.04	0.72
The Sims 2: Castaway	DS	2007	Simulation	Electronic Arts	0.62	0.04	0	0.06	0.71
Paws & Claws: Pet Vet	DS	2007	Simulation	THQ	0.59	0	0	0.05	0.64
SimCity DS	DS	2007	Simulation	Electronic Arts	0.33	0.02	0.21	0.03	0.6
Petz Dogz 2	Wii	2007	Simulation	Ubisoft	0.52	0.01	0	0.04	0.57
Petz Dogz 2	PS2	2007	Simulation	Ubisoft	0.28	0.21	0	0.07	0.56
Purr Pals	DS	2007	Simulation	THQ	0.18	0.35	0	0.02	0.55
Paws & Claws: Dogs & Cats Best Friends	DS	2007	Simulation	THQ	0.46	0.01	0	0.04	0.5
Dance Dance Revolution Universe 2	X360	2007	Simulation	Konami Digital Entertainment	0.46	0	0	0.04	0.5
Bratz: The Movie	PS2	2007	Simulation	THQ	0.24	0.18	0	0.06	0.48
The Sims 2: Pets	Wii	2007	Simulation	Electronic Arts	0.41	0.02	0	0.04	0.47
Petz: Catz 2	Wii	2007	Simulation	Ubisoft	0.4	0.01	0	0.03	0.44
Puppy Luv: Spa and Resort	DS	2007	Simulation	Activision	0.4	0	0	0.03	0.44
Petz: Horsez 2	DS	2007	Simulation	Ubisoft	0.39	0	0	0.03	0.43
Petz: Horsez 2	Wii	2007	Simulation	Ubisoft	0.39	0	0	0.03	0.42
Tamagotchi Connection: Corner Shop 3	DS	2007	Simulation	Atari	0.06	0	0.31	0.01	0.38
The Sims 2: Castaway	PS2	2007	Simulation	Electronic Arts	0.3	0.01	0	0.05	0.37
Dance Dance Revolution Universe	X360	2007	Simulation	Konami Digital Entertainment	0.3	0	0	0.02	0.32
John Deere: Harvest in the Heartland	DS	2007	Simulation	Ubisoft	0.23	0.03	0	0.02	0.29
Trauma Center: New Blood	Wii	2007	Simulation	Nintendo	0.22	0.04	0.01	0.02	0.29
Baby Pals	DS	2007	Simulation	THQ	0.26	0.01	0	0.02	0.28
Shrek: Ogres & Dronkeys	DS	2007	Simulation	Activision	0.26	0	0	0.02	0.28
Fish Tycoon	DS	2007	Simulation	Majesco Entertainment	0.24	0	0	0.02	0.26
Petz: Horsez 2	PS2	2007	Simulation	Ubisoft	0.13	0.1	0	0.03	0.26
Bratz: The Movie	Wii	2007	Simulation	THQ	0.23	0.01	0	0.02	0.26
A.C.E.: Another Centurys Episode 3: The Final	PS2	2007	Simulation	Banpresto	0	0	0.26	0	0.26
Animal Paradise	DS	2007	Simulation	Empire Interactive	0.09	0.14	0	0.02	0.25
Armored Core 4	X360	2007	Simulation	505 Games	0.19	0.01	0.03	0.02	0.25
Disney Friends	DS	2007	Simulation	Disney Interactive Studios	0.12	0.03	0	0.01	0.16
Blazing Angels 2: Secret Missions of WWII	PS3	2007	Simulation	Ubisoft	0.1	0.03	0	0.02	0.15
Blazing Angels 2: Secret Missions of WWII	X360	2007	Simulation	Ubisoft	0.11	0.02	0	0.01	0.14
Paws & Claws: Pet Vet 2	DS	2007	Simulation	THQ	0.13	0	0	0.01	0.14
Anno 1701: Dawn of Discovery	DS	2007	Simulation	Touchstone	0.07	0.05	0	0.01	0.13
Lovely Lisa	DS	2007	Simulation	DHM Interactive	0.11	0	0	0.01	0.12
Horse Life	DS	2007	Simulation	Game Life	0.09	0.02	0	0.01	0.12
Pocket Pets	DS	2007	Simulation	O3 Entertainment	0.1	0	0	0.01	0.11
Mobile Suit Gundam: MS Sensen 0079	Wii	2007	Simulation	Namco Bandai Games	0	0	0.11	0	0.11
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage	DS	2007	Simulation	Konami Digital Entertainment	0	0	0.1	0	0.1
Brooktown High: Senior Year	PSP	2007	Simulation	Konami Digital Entertainment	0.09	0	0	0.01	0.1
Kirarin * Revolution: Mezase! Idol Queen	DS	2007	Simulation	Konami Digital Entertainment	0	0	0.1	0	0.1
Ochaken no Heya DS 2	DS	2007	Simulation	MTO	0	0	0.09	0	0.09
The Idolm@ster	X360	2007	Simulation	Namco Bandai Games	0	0	0.08	0	0.08
The Sims 2: Seasons	PC	2007	Simulation	Electronic Arts	0.01	0.04	0	0.01	0.07
Seaman 2: Peking Genjin Ikusei Kit	PS2	2007	Simulation	Sega	0	0	0.06	0	0.06
Theme Park	DS	2007	Simulation	Electronic Arts	0	0.02	0.03	0	0.06
Air Traffic Chaos	DS	2007	Simulation	Ertain	0.05	0	0	0	0.05
Microsoft Flight Simulator X Acceleration Expansion Pack	PC	2007	Simulation	Microsoft Game Studios	0	0.04	0	0.01	0.05
MiniCopter: Adventure Flight	Wii	2007	Simulation	505 Games	0.04	0	0	0	0.05
Silent Hunter: Wolves of the Pacific	PC	2007	Simulation	Ubisoft	0	0.04	0	0.01	0.05
Pony Friends	DS	2007	Simulation	Eidos Interactive	0	0.04	0	0.01	0.05
City Life: World Edition	PC	2007	Simulation	Monte Christo Multimedia	0	0.04	0	0	0.04
Watashi no Relaxuma	DS	2007	Simulation	Rocket Company	0	0	0.04	0	0.04
Zoo Hospital	DS	2007	Simulation	Eidos Interactive	0.03	0	0	0	0.04
Mame Goma: Honobo no Nikki	DS	2007	Simulation	TDK Core	0	0	0.03	0	0.03
Flipper Critters	DS	2007	Simulation	Conspiracy Entertainment	0.03	0	0	0	0.03
BeatMania IIDX 13: DistorteD	PS2	2007	Simulation	Konami Digital Entertainment	0	0	0.03	0	0.03
The Sims 2: Bon Voyage	PC	2007	Simulation	Electronic Arts	0.01	0.01	0	0	0.03
AniMates!	DS	2007	Simulation	Lexicon Entertainment	0.02	0	0	0	0.03
Viva Pinata	PC	2007	Simulation	Microsoft Game Studios	0	0.02	0	0	0.02
SimCity Societies	PC	2007	Simulation	Electronic Arts	0	0.02	0	0	0.02
B-17: Fortress in the Sky	DS	2007	Simulation	DSI Games	0.02	0	0	0	0.02
Guitar Freaks V3 & DrumMania V3	PS2	2007	Simulation	Konami Digital Entertainment	0	0	0.02	0	0.02
Guitar Freaks & DrumMania: Masterpiece Gold	PS2	2007	Simulation	Konami Digital Entertainment	0	0	0.02	0	0.02
Kabushiki Baibai Trainer: Kabutore! Next	DS	2007	Simulation	Konami Digital Entertainment	0	0	0.02	0	0.02
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen	Wii	2007	Simulation	Taito	0	0	0.02	0	0.02
Jet Impulse	DS	2007	Simulation	Nintendo	0	0	0.02	0	0.02
Ship Simulator 2008	PC	2007	Simulation	Lighthouse Interactive	0	0.01	0	0	0.01
Rail Simulator	PC	2007	Simulation	Electronic Arts	0	0.01	0	0	0.01
Fashionable Puppy: Oshare na Koinu DS	DS	2007	Simulation	MTO	0	0	0.01	0	0.01
Pippa Funnell 2: Farm Adventures	DS	2007	Simulation	Ubisoft	0	0.01	0	0	0.01
The Sims 2: Celebration Stuff	PC	2007	Simulation	Electronic Arts	0	0.01	0	0	0.01
A.C.E.: Another Centurys Episode 2 - Special Vocal Version	PS2	2007	Simulation	Banpresto	0	0	0.01	0	0.01
Time Ace	DS	2007	Simulation	Konami Digital Entertainment	0.01	0	0	0	0.01
Pawly Pets: My Pet Hotel	DS	2007	Simulation	Ubisoft	0	0.01	0	0	0.01
The Sims 2: H&M Fashion Stuff	PC	2007	Simulation	Electronic Arts	0	0.01	0	0	0.01
After Burner: Black Falcon	PSP	2007	Simulation	Sega	0.01	0	0	0	0.01
The Sims: Life Stories	PC	2007	Simulation	Electronic Arts	0	0.01	0	0	0.01
Fashion Designer: Style Icon	DS	2007	Simulation	505 Games	0	0	0	0	0.01
Wii Fit	Wii	2007	Sports	Nintendo	8.92	8.03	3.6	2.15	22.7
Mario & Sonic at the Olympic Games	Wii	2007	Sports	Sega	2.57	3.86	0.66	0.91	7.99
Pro Evolution Soccer 2008	PS2	2007	Sports	Konami Digital Entertainment	0.05	0	0.64	2.93	3.63
FIFA Soccer 08	PS2	2007	Sports	Electronic Arts	0.68	0	0	2.46	3.14
Mario Strikers Charged	Wii	2007	Sports	Nintendo	1.05	1.05	0.24	0.24	2.58
Madden NFL 08	PS2	2007	Sports	Electronic Arts	2.14	0.08	0	0.35	2.57
Madden NFL 08	X360	2007	Sports	Electronic Arts	2.18	0.01	0	0.18	2.37
FIFA Soccer 08	PS3	2007	Sports	Electronic Arts	0.35	1.06	0.02	0.31	1.75
Pro Evolution Soccer 2008	PS3	2007	Sports	Konami Digital Entertainment	0.04	1.1	0.32	0.13	1.59
FIFA Soccer 08	PSP	2007	Sports	Electronic Arts	0.2	0.76	0	0.39	1.35
FIFA Soccer 08	X360	2007	Sports	Electronic Arts	0.31	0.89	0.01	0.14	1.35
EA Playground	Wii	2007	Sports	Electronic Arts	0.68	0.47	0	0.13	1.29
Rockstar Games presents Table Tennis	Wii	2007	Sports	Take-Two Interactive	0.39	0.72	0	0.15	1.26
Winter Sports: The Ultimate Challenge	Wii	2007	Sports	RTL	0.45	0.67	0	0.12	1.24
Hot Shots Golf: Out of Bounds	PS3	2007	Sports	Sony Computer Entertainment	0.31	0.03	0.76	0.04	1.14
Worldwide Soccer Manager 2008	PC	2007	Sports	Russel	0	1.12	0	0	1.12
Pro Evolution Soccer 2008	X360	2007	Sports	Konami Digital Entertainment	0.08	0.9	0.04	0.05	1.07
Virtua Tennis 3	PS3	2007	Sports	Sega	0.23	0.58	0.03	0.21	1.05
FIFA Soccer 08	Wii	2007	Sports	Electronic Arts	0.32	0.59	0.01	0.12	1.03
Tiger Woods PGA Tour 08	Wii	2007	Sports	Electronic Arts	0.93	0.01	0	0.08	1.02
Madden NFL 08	PS3	2007	Sports	Electronic Arts	0.89	0.01	0	0.08	0.97
MLB 07: The Show	PS2	2007	Sports	Sony Computer Entertainment	0.77	0.03	0	0.13	0.93
AMF Bowling Pinbusters!	Wii	2007	Sports	Bethesda Softworks	0.84	0	0	0.07	0.91
Madden NFL 08	Wii	2007	Sports	Electronic Arts	0.8	0	0	0.07	0.87
FIFA Soccer 08	DS	2007	Sports	Electronic Arts	0.1	0.65	0	0.11	0.85
NBA 2K8	X360	2007	Sports	Take-Two Interactive	0.79	0	0	0.07	0.85
NCAA Football 08	PS2	2007	Sports	Electronic Arts	0.65	0.03	0	0.11	0.79
Tiger Woods PGA Tour 08	PS3	2007	Sports	Electronic Arts	0.22	0.37	0	0.14	0.73
NBA Live 08	PS2	2007	Sports	Electronic Arts	0.59	0.02	0.01	0.1	0.72
Major League Baseball 2K7	X360	2007	Sports	Spike	0.67	0	0	0.06	0.72
Skate	X360	2007	Sports	Electronic Arts	0.62	0.03	0	0.06	0.71
Madden NFL 08	PSP	2007	Sports	Electronic Arts	0.6	0.04	0	0.07	0.71
NCAA Football 08	X360	2007	Sports	Electronic Arts	0.65	0	0	0.05	0.7
Hot Shots Golf: Open Tee 2	PSP	2007	Sports	Sony Computer Entertainment	0.21	0.11	0.28	0.08	0.68
Tony Hawks Proving Ground	PS2	2007	Sports	Activision	0.55	0.02	0	0.09	0.66
NBA Live 08	PS3	2007	Sports	Electronic Arts	0.56	0.02	0.01	0.05	0.63
Cabelas Big Game Hunter (2008)	Wii	2007	Sports	Activision	0.58	0	0	0.05	0.63
NBA 2K8	PS2	2007	Sports	Take-Two Interactive	0.5	0.02	0	0.08	0.6
Major League Baseball 2K7	PS2	2007	Sports	Spike	0.29	0.23	0	0.08	0.6
NCAA March Madness 07	PS2	2007	Sports	Electronic Arts	0.28	0.22	0	0.07	0.56
Tony Hawks Proving Ground	X360	2007	Sports	Activision	0.49	0.02	0	0.04	0.56
NBA 2K8	PS3	2007	Sports	Take-Two Interactive	0.5	0.01	0	0.05	0.55
Tiger Woods PGA Tour 08	X360	2007	Sports	Electronic Arts	0.49	0.02	0	0.04	0.54
NBA Live 08	X360	2007	Sports	Electronic Arts	0.47	0	0	0.04	0.52
The BIGS	PS2	2007	Sports	Take-Two Interactive	0.25	0.19	0	0.06	0.51
NBA Street Homecourt	X360	2007	Sports	Electronic Arts	0.45	0.01	0	0.04	0.5
Imagine: Figure Skater (US sales)	DS	2007	Sports	Ubisoft	0.46	0.01	0	0	0.46
Tony Hawks Proving Ground	PS3	2007	Sports	Activision	0.36	0.04	0	0.04	0.44
Brunswick Pro Bowling	PS2	2007	Sports	505 Games	0.2	0.15	0	0.05	0.4
Tiger Woods PGA Tour 08	PS2	2007	Sports	Electronic Arts	0.19	0.15	0	0.05	0.39
NCAA Football 08	PS3	2007	Sports	Electronic Arts	0.35	0	0	0.03	0.38
Brunswick Pro Bowling	Wii	2007	Sports	505 Games	0.35	0.01	0	0.03	0.38
Tiger Woods PGA Tour 08	PSP	2007	Sports	Electronic Arts	0.14	0.15	0	0.09	0.38
Skate	PS3	2007	Sports	Electronic Arts	0.29	0.04	0	0.03	0.37
The BIGS	Wii	2007	Sports	Take-Two Interactive	0.34	0	0	0.03	0.37
My Horse & Me	DS	2007	Sports	Atari	0.33	0	0	0.03	0.36
College Hoops 2K8	PS2	2007	Sports	Take-Two Interactive	0.17	0.13	0	0.04	0.35
